gender,birthday,days_watched,mean_score,watching,completed,on_hold,dropped,plan_to_watch,total_entries,rewatched,episodes_watched,score,genres,keywords,type,episodes,aired,premiered,status,producers,studios,source,duration,rating_y,rank,popularity,favorites,scored_by,members,duration_class,episodes_class,rating
,,11.7,9.25,0,52,0,0,0,52,0,706,7.91,,,TV,13.0,,,Finished Airing,,,,24.0,,818,981,1299,151440,267888,standard,medium,high
,,11.7,9.25,0,52,0,0,0,52,0,706,7.4,,,TV,12.0,,,Finished Airing,,,,24.0,,2397,1227,2063,99933,212750,standard,medium,unknown
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.78,,,TV,50.0,,,Finished Airing,,,,24.0,,1112,3274,1132,18551,52366,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.1,,,TV,24.0,,,Finished Airing,,,,23.0,,3959,2054,472,55020,114544,standard,long,medium
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,8.29,,,TV,26.0,,,Finished Airing,,,,25.0,,298,716,8823,146093,359083,long,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,6.71,,,TV,26.0,,,Finished Airing,,,,23.0,,5907,2625,199,31394,78025,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.59,,,TV,24.0,,,Finished Airing,,,,24.0,,1640,466,4419,246955,514078,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.91,,,TV,13.0,,,Finished Airing,,,,24.0,,818,981,1299,151440,267888,standard,medium,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.74,,,TV,50.0,,,Finished Airing,,,,24.0,,1208,1429,3677,99438,178914,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.27,,,TV,26.0,,,Finished Airing,,,,23.0,,3035,3249,312,26021,53110,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.88,,,TV,26.0,,,Finished Airing,,,,23.0,,866,772,5299,152534,337235,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.73,,,OVA,3.0,,,Finished Airing,,,,30.0,,1225,3359,182,28559,50207,long,short,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.01,,,TV,24.0,,,Finished Airing,,,,24.0,,4389,912,1465,137860,286193,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.25,,,TV,25.0,,,Finished Airing,,,,24.0,,3142,3338,276,15820,50957,standard,long,unknown
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.24,,,TV,26.0,,,Finished Airing,,,,25.0,,3211,1939,670,45182,122577,long,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,8.05,,,TV,26.0,,,Finished Airing,,,,24.0,,597,637,8520,171769,396272,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,medium
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.29,,,TV,26.0,,,Finished Airing,,,,25.0,,298,716,8823,146093,359083,long,long,unknown
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.75,,,TV,26.0,,,Finished Airing,,,,24.0,,48,42,86189,1013780,1963589,standard,long,unknown
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.17,,,TV,24.0,,,Finished Airing,,,,27.0,,444,1276,1389,113204,202660,long,long,unknown
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,medium
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.36,,,TV,26.0,,,Finished Airing,,,,24.0,,231,45,111650,1147758,1919766,standard,long,high
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.56,,,Movie,1.0,,,Finished Airing,,,,86.0,,116,177,30573,657356,985033,long,short,medium
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.05,,,TV,26.0,,,Finished Airing,,,,24.0,,597,637,8520,171769,396272,standard,long,high
,,48.4,8.23,1,97,14,2,13,127,0,2809,7.6,,,TV,24.0,,,Finished Airing,,,,23.0,,1593,1135,1943,106056,232423,standard,long,low
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.28,,,TV,94.0,,,Finished Airing,,,,25.0,,308,467,10254,243398,512471,long,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.16,,,Movie,1.0,,,Finished Airing,,,,124.0,,454,208,14401,539355,910855,long,short,medium
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.29,,,TV,26.0,,,Finished Airing,,,,25.0,,298,716,8823,146093,359083,long,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.75,,,TV,26.0,,,Finished Airing,,,,24.0,,48,42,86189,1013780,1963589,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.38,,,Movie,1.0,,,Finished Airing,,,,115.0,,210,638,1693,224353,396100,long,short,unknown
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.59,,,TV,24.0,,,Finished Airing,,,,24.0,,1640,466,4419,246955,514078,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.91,,,TV,13.0,,,Finished Airing,,,,24.0,,818,981,1299,151440,267888,standard,medium,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.17,,,TV,24.0,,,Finished Airing,,,,27.0,,444,1276,1389,113204,202660,long,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.74,,,TV,50.0,,,Finished Airing,,,,24.0,,1208,1429,3677,99438,178914,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.27,,,Movie,1.0,,,Finished Airing,,,,82.0,,321,340,13616,346480,670475,long,short,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.78,,,TV,26.0,,,Finished Airing,,,,24.0,,1104,1418,1891,72779,181069,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.28,,,TV,94.0,,,Finished Airing,,,,25.0,,308,467,10254,243398,512471,long,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.88,,,TV,26.0,,,Finished Airing,,,,23.0,,866,772,5299,152534,337235,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.36,,,TV,26.0,,,Finished Airing,,,,24.0,,231,45,111650,1147758,1919766,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.56,,,Movie,1.0,,,Finished Airing,,,,86.0,,116,177,30573,657356,985033,long,short,medium
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.85,,,TV,178.0,,,Finished Airing,,,,22.0,,937,1348,3045,86870,191848,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.75,,,TV,22.0,,,Finished Airing,,,,23.0,,1184,974,5356,60447,269302,standard,medium,medium
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.05,,,TV,26.0,,,Finished Airing,,,,24.0,,597,637,8520,171769,396272,standard,long,low
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,low
,,22.9,8.01,2,67,11,0,0,80,0,1295,7.28,,,OVA,5.0,,,Finished Airing,,,,30.0,,2970,3142,259,27828,56581,long,short,medium
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.16,,,Movie,1.0,,,Finished Airing,,,,124.0,,454,208,14401,539355,910855,long,short,high
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.05,,,TV,26.0,,,Finished Airing,,,,24.0,,597,637,8520,171769,396272,standard,long,medium
,,22.9,8.01,2,67,11,0,0,80,0,1295,7.59,,,TV,24.0,,,Finished Airing,,,,24.0,,1640,466,4419,246955,514078,standard,long,medium
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.17,,,TV,24.0,,,Finished Airing,,,,27.0,,444,1276,1389,113204,202660,long,long,high
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.27,,,Movie,1.0,,,Finished Airing,,,,82.0,,321,340,13616,346480,670475,long,short,high
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,medium
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.28,,,TV,94.0,,,Finished Airing,,,,25.0,,308,467,10254,243398,512471,long,long,medium
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.16,,,Movie,1.0,,,Finished Airing,,,,124.0,,454,208,14401,539355,910855,long,short,low
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.75,,,TV,26.0,,,Finished Airing,,,,24.0,,48,42,86189,1013780,1963589,standard,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.38,,,Movie,1.0,,,Finished Airing,,,,115.0,,210,638,1693,224353,396100,long,short,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.17,,,TV,24.0,,,Finished Airing,,,,27.0,,444,1276,1389,113204,202660,long,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.74,,,TV,50.0,,,Finished Airing,,,,24.0,,1208,1429,3677,99438,178914,standard,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.27,,,Movie,1.0,,,Finished Airing,,,,82.0,,321,340,13616,346480,670475,long,short,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.78,,,TV,26.0,,,Finished Airing,,,,24.0,,1104,1418,1891,72779,181069,standard,long,unknown
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.36,,,TV,26.0,,,Finished Airing,,,,24.0,,231,45,111650,1147758,1919766,standard,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.28,,,TV,94.0,,,Finished Airing,,,,25.0,,308,467,10254,243398,512471,long,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.31,,,TV,23.0,,,Finished Airing,,,,24.0,,2834,942,1810,131754,277502,standard,medium,medium
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,low
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,unknown
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.4,,,TV,12.0,,,Finished Airing,,,,24.0,,2397,1227,2063,99933,212750,standard,medium,medium
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.91,,,TV,69.0,,,Finished Airing,,,,24.0,,810,2217,928,42440,101901,standard,long,high
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.31,,,TV,23.0,,,Finished Airing,,,,24.0,,2834,942,1810,131754,277502,standard,medium,low
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.16,,,Movie,1.0,,,Finished Airing,,,,124.0,,454,208,14401,539355,910855,long,short,low
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.31,,,TV,23.0,,,Finished Airing,,,,24.0,,2834,942,1810,131754,277502,standard,medium,medium
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.75,,,TV,26.0,,,Finished Airing,,,,24.0,,48,42,86189,1013780,1963589,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.38,,,Movie,1.0,,,Finished Airing,,,,115.0,,210,638,1693,224353,396100,long,short,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.74,,,TV,50.0,,,Finished Airing,,,,24.0,,1208,1429,3677,99438,178914,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.78,,,TV,26.0,,,Finished Airing,,,,24.0,,1104,1418,1891,72779,181069,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.28,,,TV,94.0,,,Finished Airing,,,,25.0,,308,467,10254,243398,512471,long,long,medium
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.29,,,TV,26.0,,,Finished Airing,,,,25.0,,298,716,8823,146093,359083,long,long,low
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,8.05,,,TV,26.0,,,Finished Airing,,,,24.0,,597,637,8520,171769,396272,standard,long,medium
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,8.29,,,TV,26.0,,,Finished Airing,,,,25.0,,298,716,8823,146093,359083,long,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.6,,,TV,24.0,,,Finished Airing,,,,23.0,,1593,1135,1943,106056,232423,standard,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.59,,,TV,24.0,,,Finished Airing,,,,24.0,,1640,466,4419,246955,514078,standard,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,unknown
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.74,,,TV,50.0,,,Finished Airing,,,,24.0,,1208,1429,3677,99438,178914,standard,long,medium
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.78,,,TV,26.0,,,Finished Airing,,,,24.0,,1104,1418,1891,72779,181069,standard,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.95,,,TV,13.0,,,Finished Airing,,,,25.0,,744,2851,1014,34954,67937,long,medium,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.27,,,TV,26.0,,,Finished Airing,,,,23.0,,3035,3249,312,26021,53110,standard,long,low
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.88,,,TV,26.0,,,Finished Airing,,,,23.0,,866,772,5299,152534,337235,standard,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,8.36,,,TV,26.0,,,Finished Airing,,,,24.0,,231,45,111650,1147758,1919766,standard,long,unknown
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.01,,,TV,24.0,,,Finished Airing,,,,24.0,,4389,912,1465,137860,286193,standard,long,low
Male,,12.5,8.71,4,15,0,0,5,24,0,745,8.75,,,TV,26.0,,,Finished Airing,,,,24.0,,48,42,86189,1013780,1963589,standard,long,high
Male,,12.5,8.71,4,15,0,0,5,24,0,745,8.36,,,TV,26.0,,,Finished Airing,,,,24.0,,231,45,111650,1147758,1919766,standard,long,unknown
Male,1989-10-01,172.0,7.56,187,487,28,28,246,976,3,10361,7.1,,,TV,24.0,,,Finished Airing,,,,23.0,,3959,2054,472,55020,114544,standard,long,high
Male,1989-10-01,172.0,7.56,187,487,28,28,246,976,3,10361,8.16,,,Movie,1.0,,,Finished Airing,,,,124.0,,454,208,14401,539355,910855,long,short,high
Male,1989-10-01,172.0,7.56,187,487,28,28,246,976,3,10361,8.29,,,TV,26.0,,,Finished Airing,,,,25.0,,298,716,8823,146093,359083,long,long,high
Male,1989-10-01,172.0,7.56,187,487,28,28,246,976,3,10361,8.75,,,TV,26.0,,,Finished Airing,,,,24.0,,48,42,86189,1013780,1963589,standard,long,high
Male,1989-10-01,172.0,7.56,187,487,28,28,246,976,3,10361,7.59,,,TV,24.0,,,Finished Airing,,,,24.0,,1640,466,4419,246955,514078,standard,long,unknown
Male,1989-10-01,172.0,7.56,187,487,28,28,246,976,3,10361,7.91,,,TV,13.0,,,Finished Airing,,,,24.0,,818,981,1299,151440,267888,standard,medium,unknown
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.28,,,OVA,5.0,,,Finished Airing,,,,30.0,,2970,3142,259,27828,56581,long,short,low
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.29,,,TV,26.0,,,Finished Airing,,,,25.0,,298,716,8823,146093,359083,long,long,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.27,,,Movie,1.0,,,Finished Airing,,,,82.0,,321,340,13616,346480,670475,long,short,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.28,,,TV,94.0,,,Finished Airing,,,,25.0,,308,467,10254,243398,512471,long,long,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.73,,,OVA,3.0,,,Finished Airing,,,,30.0,,1225,3359,182,28559,50207,long,short,medium
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.85,,,TV,178.0,,,Finished Airing,,,,22.0,,937,1348,3045,86870,191848,standard,long,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,6.24,,,OVA,3.0,,,Finished Airing,,,,29.0,,8674,3328,187,27559,51190,long,short,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.24,,,TV,26.0,,,Finished Airing,,,,25.0,,3211,1939,670,45182,122577,long,long,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.31,,,TV,23.0,,,Finished Airing,,,,24.0,,2834,942,1810,131754,277502,standard,medium,high
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.05,,,TV,26.0,,,Finished Airing,,,,24.0,,597,637,8520,171769,396272,standard,long,low
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.75,,,TV,26.0,,,Finished Airing,,,,24.0,,48,42,86189,1013780,1963589,standard,long,medium
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.59,,,TV,24.0,,,Finished Airing,,,,24.0,,1640,466,4419,246955,514078,standard,long,low
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,7.74,,,TV,50.0,,,Finished Airing,,,,24.0,,1208,1429,3677,99438,178914,standard,long,low
Female,,36.4,6.66,4,57,4,31,29,125,1,2187,8.36,,,TV,26.0,,,Finished Airing,,,,24.0,,231,45,111650,1147758,1919766,standard,long,medium
Male,,50.5,6.09,1,114,10,7,26,158,42,2974,8.16,,,Movie,1.0,,,Finished Airing,,,,124.0,,454,208,14401,539355,910855,long,short,medium
Male,,50.5,6.09,1,114,10,7,26,158,42,2974,8.17,,,TV,24.0,,,Finished Airing,,,,27.0,,444,1276,1389,113204,202660,long,long,high
Male,,50.5,6.09,1,114,10,7,26,158,42,2974,8.01,,,TV,220.0,,,Finished Airing,,,,23.0,,663,9,82913,2054933,2982943,standard,long,high
